user,ROI,sen2,cloud_per,cloud_coverage,label_type,difficulty,proj_centroid
ROY,ROI_3475,20181231T013709_20181231T014119_T51KZP,0.0,cloud-free,scribble,NA,POINT (126.6177 -24.02478)
ROY,ROI_3476,20190309T014651_20190309T014701_T51KZQ,0.0,cloud-free,scribble,NA,POINT (126.257 -23.0881)
CESAR,ROI_3477,20181219T014651_20181219T014651_T51JYL,0.0,cloud-free,nolabel,1,POINT (125.7761 -26.66841)
CESAR,ROI_3478,20200728T013721_20200728T014438_T51JYK,0.0,cloud-free,nolabel,1,POINT (125.7962 -27.59567)
CESAR,ROI_3479,20190108T014651_20190108T015041_T51JXG,0.0,cloud-free,nolabel,1,POINT (124.6741 -30.29558)
CESAR,ROI_3480,20190128T014701_20190128T014656_T51JVG,0.0,cloud-free,nolabel,1,POINT (122.6102 -30.45117)
CESAR,ROI_3481,20190111T015621_20190111T015616_T50JQM,0.0,cloud-free,nolabel,1,POINT (119.7047 -30.33019)
CESAR,ROI_3482,20181215T020441_20181215T021428_T50JNN,0.0,cloud-free,nolabel,1,POINT (117.4405 -29.49649)
CESAR,ROI_3483,20181231T013709_20181231T014119_T51JXF,0.0,cloud-free,nolabel,1,POINT (124.5138 -31.19107)
WENDY,ROI_3484,20190102T012711_20190102T012710_T52JCM,0.0,cloud-free,high,NA,POINT (127.6196 -30.3129)
CESAR,ROI_3485,20181226T013711_20181226T013705_T52JCN,0.0,cloud-free,nolabel,1,POINT (127.6196 -29.40929)
ROY,ROI_3486,20190116T010721_20190116T010723_T53JKH,0.0,cloud-free,scribble,NA,POINT (132.609 -29.53139)
CESAR,ROI_3487,20200606T005711_20200606T005714_T53JMG,0.0,cloud-free,nolabel,1,POINT (134.6929 -30.10513)
ROY,ROI_3488,20181217T010721_20181217T010719_T53JMF,0.0,cloud-free,scribble,NA,POINT (134.5326 -31.25958)
CESAR,ROI_3489,20190123T005711_20190123T005705_T53HME,0.0,cloud-free,nolabel,1,POINT (134.4524 -32.28172)
WENDY,ROI_3490,20190124T011729_20190124T012427_T53JKG,0.0,cloud-free,high,NA,POINT (132.5288 -30.33021)
CESAR,ROI_3491,20181222T010729_20181222T011548_T53JKF,0.0,cloud-free,nolabel,1,POINT (132.4086 -31.24251)
CESAR,ROI_3492,20190129T011721_20190129T011722_T52HGK,0.0,cloud-free,nolabel,1,POINT (131.7674 -32.18)
CESAR,ROI_3493,20181215T011719_20181215T011719_T52JFP,0.0,cloud-free,nolabel,1,POINT (130.6453 -28.63834)
ROY,ROI_3494,20190303T012711_20190303T013207_T52JFQ,0.0,cloud-free,scribble,NA,POINT (130.5451 -27.5424)
CESAR,ROI_3495,20190104T011729_20190104T011723_T53JLL,0.0,cloud-free,nolabel,1,POINT (133.3503 -26.84727)
CESAR,ROI_3496,20181219T001101_20181219T001100_T56JKQ,0.0,cloud-free,nolabel,1,POINT (150.6027 -27.84396)
CESAR,ROI_3497,20181221T000239_20181221T000235_T56JLQ,0.0,cloud-free,nolabel,1,POINT (151.6046 -27.66674)
ROY,ROI_3498,20190120T000239_20190120T000240_T56JLR,0.0,cloud-free,scribble,NA,POINT (151.5245 -26.66838)
CESAR,ROI_3499,20190217T000641_20190217T000640_T56JKS,0.0,cloud-free,nolabel,1,POINT (150.8432 -25.9499)
CESAR,ROI_3500,20190319T001111_20190319T001225_T55JHN,0.0,cloud-free,nolabel,1,POINT (150.3422 -24.79121)
CESAR,ROI_3501,20190227T001101_20190227T001104_T55KGP,0.0,cloud-free,nolabel,1,POINT (149.4205 -23.95163)
CESAR,ROI_3502,20181221T000239_20181221T000235_T56JLS,0.0,cloud-free,nolabel,1,POINT (151.6247 -25.98589)
ROY,ROI_3503,20190219T000239_20190219T000239_T56JLT,0.0,cloud-free,scribble,NA,POINT (151.5245 -24.7002)
CESAR,ROI_3504,20200227T001109_20200227T001106_T55JFL,0.0,cloud-free,nolabel,1,POINT (148.6992 -26.81148)
ROY,ROI_3505,20190620T002101_20190620T002058_T55KFP,0.0,cloud-free,scribble,NA,POINT (148.4787 -24.07973)
ROY,ROI_3506,20190109T002709_20190109T002706_T55KCQ,0.0,cloud-free,scribble,NA,POINT (145.8137 -23.14337)
CESAR,ROI_3507,20190213T002621_20190213T002615_T55KBQ,0.0,cloud-free,nolabel,1,POINT (144.6115 -23.14337)
CESAR,ROI_3508,20190104T002701_20190104T002702_T54KZA,0.0,cloud-free,nolabel,1,POINT (144.6716 -22.18189)
CESAR,ROI_3509,20190312T002051_20190312T002050_T55JEG,0.0,cloud-free,nolabel,1,POINT (147.5069 -30.28689)
CESAR,ROI_3510,20181224T001109_20181224T001105_T55JGG,0.0,cloud-free,nolabel,1,POINT (149.5307 -30.17438)
CESAR,ROI_3511,20181224T001109_20181224T001105_T55JGF,0.0,cloud-free,nolabel,1,POINT (149.7211 -31.54184)
CESAR,ROI_3512,20181226T000231_20181226T000233_T56JML,0.0,cloud-free,nolabel,1,POINT (152.3761 -31.37937)
ROY,ROI_3513,20181223T003659_20181223T003700_T54JXP,0.0,cloud-free,scribble,NA,POINT (142.6678 -28.74383)
CESAR,ROI_3514,20181222T002051_20181222T002046_T55JCJ,0.0,cloud-free,nolabel,1,POINT (145.5633 -28.65588)
CESAR,ROI_3515,20181223T003659_20181223T003700_T54JVP,0.0,cloud-free,nolabel,1,POINT (140.7142 -28.66473)
ROY,ROI_3516,20181216T004659_20181216T004700_T54JVQ,0.0,cloud-free,scribble,NA,POINT (140.614 -27.63116)
CESAR,ROI_3517,20181222T002051_20181222T002046_T55HBE,0.0,cloud-free,nolabel,1,POINT (144.4913 -32.23932)
CESAR,ROI_3518,20190129T002709_20190129T003434_T54HXK,0.0,cloud-free,nolabel,1,POINT (142.4775 -32.03568)
ROY,ROI_3519,20181214T001059_20181214T001102_T55HDD,0.0,cloud-free,scribble,NA,POINT (146.7956 -32.96518)
CESAR,ROI_3520,20190109T002709_20190109T002706_T55JBF,0.0,cloud-free,nolabel,1,POINT (144.3911 -30.99379)
CESAR,ROI_3521,20190317T002049_20190317T002302_T55HBC,0.0,cloud-free,nolabel,1,POINT (144.3911 -33.99297)
CESAR,ROI_3522,20190131T002051_20190131T002051_T55HCD,0.0,cloud-free,nolabel,1,POINT (145.5332 -32.85581)
CESAR,ROI_3523,20181221T004701_20181221T004658_T54HUJ,0.0,cloud-free,nolabel,1,POINT (139.1212 -33.1415)
ROY,ROI_3524,20190102T003659_20190102T004552_T54HVJ,0.0,cloud-free,scribble,NA,POINT (140.5238 -33.04084)
CESAR,ROI_3526,20190122T003709_20190122T004457_T54HUH,0.0,cloud-free,nolabel,1,POINT (139.2013 -34.04284)
CESAR,ROI_3527,20190102T003659_20190102T004552_T54HVF,0.0,cloud-free,nolabel,1,POINT (140.2434 -35.84936)
CESAR,ROI_3528,20190522T003719_20190522T004154_T54HUF,0.0,cloud-free,nolabel,1,POINT (139.2013 -35.81692)
ROY,ROI_3529,20181228T003701_20181228T003658_T54HVD,0.0,cloud-free,scribble,NA,POINT (140.624 -37.58398)
CESAR,ROI_3530,20190104T002701_20190104T002702_T54HXC,0.0,cloud-free,nolabel,1,POINT (142.9683 -38.44436)
WENDY,ROI_3531,20190420T000249_20190420T000246_T55HET,0.0,cloud-free,high,NA,POINT (147.3365 -38.10614)
CESAR,ROI_3532,20181224T001109_20181224T001803_T55GCP,0.0,cloud-free,nolabel,1,POINT (145.3328 -41.82117)
ROY,ROI_3533,20190113T001109_20190113T001806_T55GCN,0.0,cloud-free,scribble,NA,POINT (145.3829 -42.85062)
ROY,ROI_3534,20181224T001109_20181224T001803_T55GDP,0.0,cloud-free,scribble,NA,POINT (146.4449 -42.01504)
CESAR,ROI_3535,20190102T012711_20190102T012710_T52JEM,0.0,cloud-free,nolabel,1,POINT (129.5833 -30.1051)
CESAR,ROI_3536,20190626T012729_20190626T013100_T52JEL,0.0,cloud-free,nolabel,1,POINT (129.6835 -31.27666)
ROY,ROI_3537,20181222T015611_20181222T015612_T51JTL,0.0,cloud-free,scribble,NA,POINT (120.5663 -26.74002)
CESAR,ROI_3539,20181231T023241_20181231T023243_T50JLR,0.0,cloud-free,nolabel,1,POINT (115.5369 -26.74001)
ROY,ROI_3540,20190130T023251_20190130T023246_T50JKS,0.0,cloud-free,scribble,NA,POINT (114.535 -25.80573)
CESAR,ROI_3541,20181221T023241_20181221T023241_T49JGM,0.0,cloud-free,nolabel,1,POINT (113.5732 -25.89581)
CESAR,ROI_3542,20190214T023249_20190214T023249_T50KMV,0.0,cloud-free,nolabel,1,POINT (116.679 -23.03278)
ROY,ROI_3543,20190331T033251_20190331T023250_T50KMA,0.0,cloud-free,scribble,NA,POINT (116.4186 -22.18189)
NICOLE,ROI_3544,20190207T024319_20190207T024321_T49KGR,0.0,cloud-free,scribble,NA,POINT (113.6734 -22.23764)
NICOLE,ROI_3546,20190308T021341_20190308T022407_T50JNP,0.0,cloud-free,scribble,NA,POINT (117.4605 -28.63834)
CESAR,ROI_3547,20190107T021341_20190107T022117_T50JML,0.0,cloud-free,nolabel,1,POINT (116.5187 -31.27667)
CESAR,ROI_3548,20191230T020441_20191230T021435_T50HMK,0.0,cloud-free,nolabel,1,POINT (116.619 -32.29857)
WENDY,ROI_3592,20200212T072019_20200212T072523_T39SXV,0.0,cloud-free,high,NA,POINT (52.749 35.62978)
NICOLE,ROI_3593,20190202T072121_20190202T072119_T39SVA,0.0,cloud-free,scribble,NA,POINT (50.20425 36.48839)
CESAR,ROI_3594,20200721T071619_20200721T071821_T39SXA,0.0,cloud-free,nolabel,1,POINT (52.60882 36.45613)
JOSELYN,ROI_3595,20200214T071001_20200214T071001_T39SYA,0.0,cloud-free,high,NA,POINT (54.1717 36.43996)
CESAR,ROI_3596,20190115T071239_20190115T071732_T40SBH,0.0,cloud-free,nolabel,1,POINT (54.17171 38.20863)
NICOLE,ROI_3597,20190125T071159_20190125T071421_T40SCG,0.0,cloud-free,scribble,NA,POINT (55.23373 37.33749)
CESAR,ROI_3598,20190222T071911_20190222T071913_T40TDT,0.0,cloud-free,nolabel,1,POINT (56.15536 47.43998)
CESAR,ROI_3599,20190806T071629_20190806T071704_T40UDV,0.0,cloud-free,nolabel,1,POINT (56.03522 49.01503)
CESAR,ROI_3600,20200302T065801_20200302T070522_T40UFU,0.0,cloud-free,nolabel,1,POINT (59.04079 48.30016)
CESAR,ROI_3601,20190228T064819_20190228T065259_T41UMP,0.0,cloud-free,nolabel,1,POINT (62.16667 48.24687)
NICOLE,ROI_3602,20190422T065629_20190422T065740_T41ULQ,0.0,cloud-free,scribble,NA,POINT (60.80421 49.14617)
CESAR,ROI_3603,20200401T065621_20200401T065831_T40UFV,0.0,cloud-free,nolabel,1,POINT (58.96073 49.06753)
NICOLE,ROI_3604,20190607T071629_20190607T071704_T40UEV,0.0,cloud-free,scribble,NA,POINT (57.63821 49.251)
CESAR,ROI_3605,20190321T070621_20190321T070923_T41ULR,0.0,cloud-free,nolabel,1,POINT (60.44349 50.02953)
NICOLE,ROI_3606,20190104T065251_20190104T065440_T41UMR,0.0,cloud-free,scribble,NA,POINT (62.24693 49.97799)
CESAR,ROI_3607,20191011T064811_20191011T065318_T41UMS,0.0,cloud-free,nolabel,1,POINT (62.28693 50.79558)
CESAR,ROI_3608,20181225T065301_20181225T065301_T41UNS,0.0,cloud-free,nolabel,1,POINT (63.76967 51.17408)
CESAR,ROI_3609,20181225T065301_20181225T065301_T41UNU,0.0,cloud-free,nolabel,1,POINT (64.01027 52.657)
NICOLE,ROI_3611,20181225T065301_20181225T065301_T41UPV,0.0,cloud-free,scribble,NA,POINT (65.25257 53.71361)
CESAR,ROI_3612,20200317T065619_20200317T065631_T41UPA,0.0,cloud-free,nolabel,1,POINT (65.49293 54.46567)
CESAR,ROI_3613,20200714T063631_20200714T063641_T41UQV,0.0,cloud-free,nolabel,1,POINT (67.2563 53.45194)
CESAR,ROI_3614,20181225T065301_20181225T065301_T41UPU,0.0,cloud-free,nolabel,1,POINT (65.29263 52.65702)
CESAR,ROI_3615,20190416T063629_20190416T063631_T41UPT,0.0,cloud-free,nolabel,1,POINT (65.29254 51.74834)
CESAR,ROI_3616,20181225T065301_20181225T065301_T41UPS,0.0,cloud-free,nolabel,1,POINT (65.13227 50.89681)
NICOLE,ROI_3617,20190330T064629_20190330T065002_T41UPQ,0.0,cloud-free,scribble,NA,POINT (65.21245 48.98867)
NICOLE,ROI_3618,20190203T065101_20190203T065520_T41UNP,0.0,cloud-free,scribble,NA,POINT (63.52929 48.19352)
NICOLE,ROI_3619,20181223T070309_20181223T070307_T41TLN,0.0,cloud-free,scribble,NA,POINT (61.0045 47.22271)
NICOLE,ROI_3620,20190321T070621_20190321T070923_T40TFT,0.0,cloud-free,scribble,NA,POINT (58.9206 47.22273)
NICOLE,ROI_3621,20190105T071259_20190105T071302_T40TES,0.0,cloud-free,scribble,NA,POINT (57.59811 46.42762)
CESAR,ROI_3623,20191104T072049_20191104T072051_T40TCQ,0.0,cloud-free,nolabel,1,POINT (54.99325 44.48818)
CESAR,ROI_3624,20190314T071651_20190314T071651_T40TCP,0.0,cloud-free,nolabel,1,POINT (55.31378 43.76906)
CESAR,ROI_3625,20190210T073039_20190210T073500_T39UYP,0.0,cloud-free,nolabel,1,POINT (54.83284 48.13997)
NICOLE,ROI_3626,20190212T072021_20190212T072021_T40UCA,0.0,cloud-free,scribble,NA,POINT (54.95314 50.1581)
CESAR,ROI_3627,20190416T072621_20190416T073331_T39UXR,0.0,cloud-free,nolabel,1,POINT (53.14978 49.95223)
NICOLE,ROI_3628,20190926T073651_20190926T074528_T39UWR,0.0,cloud-free,scribble,NA,POINT (51.38648 49.90064)
NICOLE,ROI_3629,20190618T073621_20190618T073746_T39UUR,0.0,cloud-free,scribble,NA,POINT (49.30253 50.13243)
CESAR,ROI_3630,20190626T074619_20190626T075216_T39UUQ,0.0,cloud-free,scribble,NA,POINT (48.66141 49.12001)
CESAR,ROI_3631,20191121T080231_20191121T080230_T38UPV,0.0,cloud-free,nolabel,1,POINT (46.53744 48.9624)
CESAR,ROI_3632,20190118T081251_20190118T081421_T38UMU,0.0,cloud-free,nolabel,1,POINT (44.57372 48.00618)
CESAR,ROI_3633,20190123T081229_20190123T081500_T37TGN,0.0,cloud-free,nolabel,1,POINT (42.9306 46.89514)
CESAR,ROI_3634,20200430T081559_20200430T082203_T37TFM,0.0,cloud-free,nolabel,1,POINT (41.12722 46.81286)
CESAR,ROI_3635,20190625T081609_20190625T082241_T37TEM,0.0,cloud-free,nolabel,1,POINT (39.16351 46.2893)
CESAR,ROI_3636,20200423T082559_20200423T083551_T37TCM,0.0,cloud-free,nolabel,1,POINT (37.48041 46.15062)
CESAR,ROI_3637,20190901T082601_20190901T083344_T36TXR,0.0,cloud-free,nolabel,1,POINT (35.3965 45.92813)
CESAR,ROI_3638,20200414T084601_20200414T084558_T36TVR,0.0,cloud-free,nolabel,1,POINT (32.3507 45.53649)
CESAR,ROI_3639,20190321T084631_20190321T085725_T36TUQ,0.0,cloud-free,nolabel,1,POINT (31.2286 44.57391)
CESAR,ROI_3640,20180626T083559_20180626T084126_T36TWP,0.0,cloud-free,nolabel,1,POINT (33.83355 43.68221)
CESAR,ROI_3641,20180426T090549_20180426T090918_T35SKC,0.0,cloud-free,nolabel,1,POINT (23.87485 38.41299)
NICOLE,ROI_3642,20180625T090549_20180625T090755_T34SFH,0.0,cloud-free,scribble,NA,POINT (23.15356 38.33442)
NICOLE,ROI_3643,20180208T092129_20180208T092842_T34SFJ,0.0,cloud-free,scribble,NA,POINT (22.83296 39.11597)
NICOLE,ROI_3644,20180310T092019_20180310T092138_T34SEJ,0.0,cloud-free,scribble,NA,POINT (21.5905 39.16258)
CESAR,ROI_3645,20180119T092309_20180119T092446_T34SEG,0.0,cloud-free,nolabel,1,POINT (21.69075 37.35344)
NICOLE,ROI_3646,20180126T091239_20180126T091236_T34SFF,0.0,cloud-free,scribble,NA,POINT (22.85285 36.74572)
CESAR,ROI_3647,20180310T092019_20180310T092138_T34SEH,0.0,cloud-free,nolabel,1,POINT (21.69074 38.30295)
CESAR,ROI_3649,20180407T093031_20180407T093624_T34TDK,0.0,cloud-free,nolabel,1,POINT (20.26811 40.19588)
CESAR,ROI_3650,20200702T100559_20200702T101831_T32SND,0.0,cloud-free,nolabel,1,POINT (9.708176 34.61372)
CESAR,ROI_3651,20180116T100341_20180116T100417_T32SPE,0.0,cloud-free,nolabel,1,POINT (10.69015 35.46681)
JOSELYN,ROI_3652,20181006T101021_20181006T101651_T32SME,0.0,cloud-free,high,NA,POINT (8.616231 35.52393)
CESAR,ROI_3653,20180102T102421_20180102T102420_T31SGV,0.0,cloud-free,nolabel,1,POINT (6.231664 35.55649)
CESAR,ROI_3654,20180105T103421_20180105T103419_T31SFV,0.0,cloud-free,nolabel,1,POINT (4.748931 35.54017)
CESAR,ROI_3655,20180105T103421_20180105T103419_T31SDV,0.0,cloud-free,nolabel,1,POINT (2.604931 35.55653)
CESAR,ROI_3656,20180503T104019_20180503T104209_T31SBV,0.0,cloud-free,nolabel,1,POINT (0.2805243 35.55652)
CESAR,ROI_3657,20180116T105359_20180116T105527_T30SXD,0.0,cloud-free,nolabel,1,POINT (-1.542925 34.67136)
CESAR,ROI_3658,20180116T105359_20180116T105527_T30SWD,0.0,cloud-free,nolabel,1,POINT (-2.464648 34.58899)
NICOLE,ROI_3659,20180320T105739_20180320T110436_T30SVD,0.0,cloud-free,scribble,NA,POINT (-3.646778 34.67141)
CESAR,ROI_3660,20180419T105619_20180419T110127_T30SUD,0.0,cloud-free,nolabel,1,POINT (-4.428263 34.67143)
CESAR,ROI_3661,20180601T110649_20180601T111624_T30STD,0.0,cloud-free,nolabel,1,POINT (-5.510339 34.68793)
CESAR,ROI_3662,20180419T105619_20180419T110127_T30STC,0.0,cloud-free,nolabel,1,POINT (-5.510316 33.61013)
NICOLE,ROI_3663,20180112T111419_20180112T111858_T29RMQ,0.0,cloud-free,scribble,NA,POINT (-9.43773 31.19111)
NICOLE,ROI_3664,20180105T112439_20180105T113025_T29RMP,0.0,cloud-free,scribble,NA,POINT (-9.517937 30.01838)
NICOLE,ROI_3665,20180122T111339_20180122T112124_T29RMN,0.0,cloud-free,scribble,NA,POINT (-9.578014 29.3743)
CESAR,ROI_3666,20200429T112121_20200429T113039_T29RLM,0.0,cloud-free,nolabel,1,POINT (-10.41956 28.26843)
NICOLE,ROI_3667,20190204T112251_20190204T112808_T29RLK,0.0,cloud-free,scribble,NA,POINT (-10.76022 26.39949)
CESAR,ROI_3668,20190314T113319_20190314T113403_T28QEJ,0.0,cloud-free,nolabel,1,POINT (-14.60744 21.26977)
CESAR,ROI_3669,20200425T104619_20200425T105831_T30RTQ,0.0,cloud-free,nolabel,1,POINT (-5.390148 26.68626)
NICOLE,ROI_3671,20181225T110449_20181225T110728_T29QNE,0.0,cloud-free,scribble,NA,POINT (-8.596109 22.05197)
NICOLE,ROI_3673,20190619T103031_20190619T103536_T31QBF,0.0,cloud-free,scribble,NA,POINT (0.4608931 22.94061)
CESAR,ROI_3674,20181213T102419_20181213T102806_T31RCH,0.0,cloud-free,nolabel,1,POINT (1.622993 24.84579)
NICOLE,ROI_3675,20181214T104431_20181214T105320_T30RYQ,0.0,cloud-free,scribble,NA,POINT (-0.2605311 26.5788)
NICOLE,ROI_3676,20181219T104439_20181219T104439_T30RWS,0.0,cloud-free,scribble,NA,POINT (-2.504671 28.3918)
VALERIA,ROI_3677,20190901T105619_20190901T110617_T30RUT,0.0,cloud-free,high,NA,POINT (-4.668765 29.40933)
CESAR,ROI_3678,20181229T104439_20181229T105213_T31RBQ,0.0,cloud-free,nolabel,1,POINT (0.3807512 31.07096)
CESAR,ROI_3679,20200112T102401_20200112T102409_T31RDN,0.0,cloud-free,nolabel,1,POINT (2.584928 29.05956)
CESAR,ROI_3681,20181227T105441_20181227T110822_T29NMJ,0.0,cloud-free,nolabel,1,POINT (-9.477761 7.388321)
NICOLE,ROI_3682,20190125T103319_20190125T104439_T30PWR,0.0,cloud-free,scribble,NA,POINT (-2.384461 9.331083)
CESAR,ROI_3683,20190514T101031_20190514T102620_T31PCM,0.0,cloud-free,nolabel,1,POINT (1.823365 10.31824)
CESAR,ROI_3684,20200523T100559_20200523T102017_T31PEN,0.0,cloud-free,nolabel,1,POINT (3.38642 11.34157)
NICOLE,ROI_3685,20190404T101031_20190404T101702_T31PCK,0.0,cloud-free,scribble,NA,POINT (1.663127 8.301388)
CESAR,ROI_3686,20191214T095401_20191214T100435_T32PKQ,0.0,cloud-free,nolabel,1,POINT (6.832783 8.459989)
CESAR,ROI_3687,20200514T094029_20200514T095427_T32PNR,0.0,cloud-free,nolabel,1,POINT (9.477802 9.291498)
NICOLE,ROI_3689,20190611T093041_20190611T094423_T32PQT,0.0,cloud-free,scribble,NA,POINT (11.32134 11.30233)
CESAR,ROI_3690,20200708T094041_20200708T095055_T32PQU,0.0,cloud-free,nolabel,1,POINT (11.20099 12.08715)
CESAR,ROI_3691,20191211T094411_20191211T095440_T32PQV,0.0,cloud-free,nolabel,1,POINT (11.28116 13.02603)
CESAR,ROI_3692,20191124T095331_20191124T100339_T32PKV,0.0,cloud-free,nolabel,1,POINT (6.912993 12.98691)
CESAR,ROI_3693,20181218T102431_20181218T103649_T31PCR,0.0,cloud-free,nolabel,1,POINT (1.382571 13.84446)
CESAR,ROI_3694,20200708T102559_20200708T104618_T30PYB,0.0,cloud-free,nolabel,1,POINT (-0.8616184 14.8152)
CESAR,ROI_3695,20190423T104031_20190423T105245_T30PVA,0.0,cloud-free,nolabel,1,POINT (-3.346336 14.03898)
CESAR,ROI_3696,20190910T104021_20190910T104604_T30PTB,0.0,cloud-free,nolabel,1,POINT (-5.269865 14.77654)
CESAR,ROI_3697,20181222T105449_20181222T110016_T29PNR,0.0,cloud-free,nolabel,1,POINT (-8.516028 14.00014)
CESAR,ROI_3698,20181223T111451_20181223T112151_T28PHV,0.0,cloud-free,nolabel,1,POINT (-11.44149 12.86983)
CESAR,ROI_3699,20200523T105631_20200523T111246_T29PKP,0.0,cloud-free,nolabel,1,POINT (-11.12092 12.08724)
VALERIA,ROI_3700,20190418T104029_20190418T105230_T29NPH,0.0,cloud-free,high,NA,POINT (-7.674369 6.552968)
CESAR,ROI_3701,20191122T100229_20191122T101836_T31NDH,0.0,cloud-free,nolabel,1,POINT (2.504694 6.672431)
CESAR,ROI_3703,20181221T085351_20181221T085842_T34NFM,0.0,cloud-free,nolabel,1,POINT (22.18164 5.895713)
NICOLE,ROI_3704,20190709T084601_20190709T090250_T34NDN,0.0,cloud-free,scribble,NA,POINT (20.65881 6.751985)
NICOLE,ROI_3706,20190217T090029_20190217T091154_T34PBQ,0.0,cloud-free,scribble,NA,POINT (18.7352 8.301441)
CESAR,ROI_3707,20190120T085301_20190120T090448_T34NEK,0.0,cloud-free,nolabel,1,POINT (21.50041 3.919311)
CESAR,ROI_3708,20190203T083141_20190203T083954_T35NKC,0.0,cloud-free,nolabel,1,POINT (24.9468 2.038436)
CESAR,ROI_3709,20191224T081341_20191224T082110_T35NQB,0.0,cloud-free,nolabel,1,POINT (29.23489 1.317408)
CESAR,ROI_3710,20190518T085609_20190518T091634_T33MWN,0.0,cloud-free,nolabel,1,POINT (15.36886 -6.960924)
NICOLE,ROI_3711,20190125T085239_20190125T091107_T33MZQ,0.0,cloud-free,scribble,NA,POINT (17.89356 -5.007987)
VALERIA,ROI_3712,20200211T084101_20200211T085547_T34MDA,0.0,cloud-free,high,NA,POINT (20.6989 -4.209083)
NICOLE,ROI_3713,20190211T084059_20190211T085817_T34MGC,0.0,cloud-free,scribble,NA,POINT (23.06334 -2.168618)
NICOLE,ROI_3714,20190121T082241_20190121T083136_T35MLS,0.0,cloud-free,scribble,NA,POINT (25.86862 -3.049268)
CESAR,ROI_3715,20200123T081231_20200123T082246_T35MQV,0.0,cloud-free,nolabel,1,POINT (29.15466 -0.5660942)
CESAR,ROI_3716,20200120T080241_20200120T080825_T36NUF,0.0,cloud-free,nolabel,1,POINT (31.55924 0.3556723)
CESAR,ROI_3717,20190215T073011_20190215T074659_T37MES,0.0,cloud-free,nolabel,1,POINT (39.53419 -3.289378)
VALERIA,ROI_3718,20190203T074129_20190203T075653_T37MCT,0.0,cloud-free,high,NA,POINT (37.61058 -2.248621)
CESAR,ROI_3719,20190810T074621_20190810T080837_T36MYC,0.0,cloud-free,nolabel,1,POINT (35.28621 -2.448895)
CESAR,ROI_3720,20190105T080321_20190105T082031_T36MVB,0.0,cloud-free,nolabel,1,POINT (32.481 -3.169337)
CESAR,ROI_3721,20200628T075611_20200628T082104_T36MTA,0.0,cloud-free,nolabel,1,POINT (30.71772 -4.08918)
CESAR,ROI_3722,20200621T080611_20200621T082729_T35MQN,0.0,cloud-free,nolabel,1,POINT (29.23494 -6.881306)
CESAR,ROI_3723,20190503T080619_20190503T082152_T35MNM,0.0,cloud-free,nolabel,1,POINT (27.59176 -7.795492)
CESAR,ROI_3724,20190322T081621_20190322T083441_T35MLM,0.0,cloud-free,nolabel,1,POINT (25.66823 -7.79553)
CESAR,ROI_3725,20200719T081609_20200719T083627_T35MKN,0.0,cloud-free,nolabel,1,POINT (24.78649 -6.881315)
CESAR,ROI_3726,20190718T082609_20190718T085104_T34MFS,0.0,cloud-free,nolabel,1,POINT (22.2618 -7.835174)
CESAR,ROI_3727,20190616T083601_20190616T085340_T34LCR,0.0,cloud-free,scribble,NA,POINT (19.77714 -8.70771)
CESAR,ROI_3728,20200527T085601_20200527T091837_T33LVL,0.0,cloud-free,nolabel,1,POINT (14.60741 -8.707664)
CESAR,ROI_3729,20181219T090359_20181219T091746_T33LWG,0.0,cloud-free,nolabel,1,POINT (15.44904 -12.37114)
CESAR,ROI_3730,20200414T084601_20200414T090349_T34LBP,0.0,cloud-free,nolabel,1,POINT (18.7352 -10.72211)
CESAR,ROI_3731,20190728T082609_20190728T085303_T34LFN,0.0,cloud-free,nolabel,1,POINT (22.46217 -11.39073)
CESAR,ROI_3732,20200508T082611_20200508T085016_T34LGQ,0.0,cloud-free,nolabel,1,POINT (23.34385 -9.380471)
NICOLE,ROI_3733,20190128T081211_20190128T083141_T35LMH,0.0,cloud-free,scribble,NA,POINT (26.54981 -11.39067)
VALERIA,ROI_3734,20190319T080641_20190319T083332_T35LNE,0.0,cloud-free,high,NA,POINT (27.47164 -14.12647)
CESAR,ROI_3735,20181228T075329_20181228T081206_T35KRB,0.0,cloud-free,nolabel,1,POINT (30.67764 -16.75302)
NICOLE,ROI_3737,20190105T080321_20190105T082031_T36LTM,0.0,cloud-free,scribble,NA,POINT (30.59741 -12.21452)
NICOLE,ROI_3740,20190913T072611_20190913T075035_T37LBH,0.0,cloud-free,scribble,NA,POINT (36.72904 -11.19418)
NICOLE,ROI_3741,20190312T073019_20190312T074735_T37LDJ,0.0,cloud-free,scribble,NA,POINT (38.45223 -10.52521)
CESAR,ROI_3742,20191114T072139_20191114T074156_T37LEC,0.0,cloud-free,nolabel,1,POINT (39.41398 -15.94536)
CESAR,ROI_3743,20190327T072731_20190327T074847_T36LZJ,0.0,cloud-free,nolabel,1,POINT (36.66878 -15.07658)
CESAR,ROI_3744,20191122T073221_20191122T074731_T36KZF,0.0,cloud-free,nolabel,1,POINT (36.78911 -17.64301)
CESAR,ROI_3745,20200704T072619_20200704T074535_T36KYF,0.0,cloud-free,nolabel,1,POINT (35.38641 -17.7576)
CESAR,ROI_3746,20190807T073621_20190807T075530_T36KXF,0.0,cloud-free,nolabel,1,POINT (34.56494 -17.7957)
CESAR,ROI_3747,20200520T072621_20200520T075115_T36KXC,0.0,cloud-free,nolabel,1,POINT (34.46473 -20.44587)
